Case;"Player [1=Gössa; 2= player1; 3= player2; 4 = player3]";"Tune [1=Pellar; 2=Lorik; 3=JamtOlle; 4=Blecko; 5= Storpolska]";Volta;Section;SectionVolta;PerformanceMeasure;SectionMeasure;BarSTRING;Measure duration s;M dev;B1 ms;B2 ms;B3 ms;BP1;BP2;BP3;NDB1;NDB2;NDB3;"Rhythm Category [9999=E; 0=decreasing_or_stable; 2=repeated_ending]";"SB1 [1=unequal; 0= equal_or_NA]";"SB2 [1=unequal; 0= equal_or_NA]";"CND [1=decreasing; 2= stable; 3=increasing]";Tempo;M dev
593;4;1;2;2;1;64;8;B8;1.34;-0.06;302;559;482;0.22;0.42;0.36;2;4;1;2400;0;0;3;127;94.21654852
594;4;1;2;2;1;65;9;B9;1.33;-0.07;465;429;437;0.35;0.32;0.33;2;2;3;1201;0;1;2;127;93.35743105
595;4;1;2;2;1;66;10;B10;1.47;0.03;494;461;510;0.34;0.31;0.35;1;1;1;9999;0;0;2;127;102.8077231
596;4;1;2;2;2;67;1;B1;1.45;0.02;306;616;531;0.21;0.42;0.37;1;2;2;1200;0;0;3;127;101.9486057
597;4;1;2;2;2;68;2;B2;1.48;0.04;351;596;531;0.24;0.40;0.36;1;2;3;1200;0;0;3;127;103.6668406
598;4;1;2;2;2;69;3;B3;1.41;-0.01;351;633;424;0.25;0.45;0.30;1;2;2;1201;0;1;3;127;98.7985083
599;4;1;2;2;2;70;4;B4;1.39;-0.03;335;541;512;0.24;0.39;0.37;2;4;1;2400;0;0;3;127;97.36664587
600;4;1;2;2;2;71;5;B5;1.46;0.03;273;641;547;0.19;0.44;0.37;1;2;2;1200;0;0;3;127;102.5213507
601;4;1;2;2;2;72;6;B6;1.34;-0.06;321;520;502;0.24;0.39;0.37;1;2;1;1200;0;0;3;127;94.21654852
602;4;1;2;2;2;73;7;B7;1.48;0.03;400;514;561;0.27;0.35;0.38;1;2;2;1201;0;1;3;127;103.498199
603;4;1;2;2;2;74;8;B8;1.41;-0.01;371;529;510;0.26;0.38;0.36;2;4;1;2400;0;0;3;127;98.96714993
604;4;1;2;2;2;75;9;B9;1.52;0.07;509;466;543;0.34;0.31;0.36;2;2;3;1201;0;1;2;127;106.5305655
605;2;2;1;1;1;1;1;A1;1.57;0.06;580;465;522;0.37;0.30;0.33;1;2;2;2211;1;1;3;122;106.4101998
606;2;2;1;1;1;2;2;A2;1.47;0.00;348;618;502;0.24;0.42;0.34;1;2;2;1400;0;0;3;122;99.68720592
607;2;2;1;1;1;3;3;A3;1.40;-0.05;508;454;437;0.36;0.32;0.31;2;2;2;2211;1;1;2;122;95.00404868
608;2;2;1;1;1;4;4;A4;1.44;-0.02;372;580;489;0.26;0.40;0.34;1;4;2;1201;0;1;3;122;97.80131905
609;2;2;1;1;1;5;5;A5;1.46;-0.01;347;580;537;0.24;0.40;0.37;2;2;2;2211;1;1;2;122;99.4516625
610;2;2;1;1;1;6;6;A6;1.48;0.00;414;557;505;0.28;0.38;0.34;1;4;2;2211;1;1;3;122;100.2229517
611;2;2;1;1;1;7;7;A7;1.48;0.01;461;522;501;0.31;0.35;0.34;1;4;2;1400;0;0;3;122;100.7740925
612;2;2;1;1;1;8;8;A8;1.41;-0.05;366;531;510;0.26;0.38;0.36;1;4;2;2211;1;1;3;122;95.49360947
613;2;2;1;1;1;9;9;A9;1.38;-0.06;378;510;490;0.27;0.37;0.36;1;4;3;1201;0;1;3;122;93.54306369
614;2;2;1;1;1;10;10;A10;1.50;0.02;542;422;538;0.36;0.28;0.36;1;1;1;9999;0;0;2;122;101.9702835
615;2;2;1;1;1;11;11;A11;1.42;-0.03;433;518;470;0.30;0.36;0.33;1;1;1;2;0;0;2;122;96.50352113
616;2;2;1;1;2;12;1;A1;1.60;0.08;522;537;538;0.33;0.34;0.34;1;2;2;2211;1;1;3;122;108.4792871
617;2;2;1;1;2;13;2;A2;1.35;-0.08;340;544;466;0.25;0.40;0.35;1;4;2;1400;0;0;3;122;91.63100543
618;2;2;1;1;2;14;3;A3;1.53;0.04;540;459;534;0.35;0.30;0.35;2;2;2;2211;1;1;2;122;104.0455288
619;2;2;1;1;2;15;4;A4;1.39;-0.06;283;596;509;0.20;0.43;0.37;1;4;2;1201;0;1;3;122;94.26970742
620;2;2;1;1;2;16;5;A5;1.48;0.00;340;579;557;0.23;0.39;0.38;2;2;2;2211;1;1;2;122;100.2244911
621;2;2;1;1;2;17;6;A6;1.52;0.03;444;527;549;0.29;0.35;0.36;1;4;2;2211;1;1;3;122;103.1587771
622;2;2;1;1;2;18;7;A7;1.36;-0.08;270;597;492;0.20;0.44;0.36;1;4;2;1400;0;0;3;122;92.22217321
623;2;2;1;1;2;19;8;A8;1.46;-0.01;522;466;472;0.36;0.32;0.32;2;2;2;2211;1;1;2;122;99.14838105
624;2;2;1;1;2;20;9;A9;1.34;-0.09;299;610;435;0.22;0.45;0.32;1;4;3;1201;0;1;3;122;91.20764314
625;2;2;1;1;2;21;10;A10;1.52;0.03;536;448;531;0.35;0.30;0.35;1;1;1;9999;0;0;2;122;102.8631931
626;2;2;1;1;2;22;11;A11;1.48;0.00;475;470;531;0.32;0.32;0.36;1;1;2;2;0;0;2;122;100.2029382
627;2;2;1;2;1;23;1;B1;1.50;0.02;514;479;505;0.34;0.32;0.34;2;1;3;0;1;0;1;122;101.6685416
628;2;2;1;2;1;24;2;B2;1.46;-0.01;384;578;501;0.26;0.40;0.34;1;4;1;1400;0;0;3;122;99.32850247
629;2;2;1;2;1;25;3;B3;1.52;0.03;361;662;501;0.24;0.43;0.33;1;2;2;1201;0;1;3;122;103.454361
630;2;2;1;2;1;26;4;B4;1.42;-0.04;318;600;502;0.22;0.42;0.35;2;4;2;2410;1;0;3;122;96.36034765
631;2;2;1;2;1;27;5;B5;1.51;0.02;405;579;522;0.27;0.38;0.35;2;2;2;2210;1;0;2;122;102.2366169
632;2;2;1;2;1;28;6;B6;1.53;0.04;488;509;531;0.32;0.33;0.35;1;1;1;9999;0;0;2;122;103.7853533
633;2;2;1;2;2;29;1;B1;1.55;0.05;522;501;522;0.34;0.32;0.34;1;1;3;0;0;0;2;122;104.9322804
634;2;2;1;2;2;30;2;B2;1.47;0.00;387;583;498;0.26;0.40;0.34;1;4;1;1400;0;0;3;122;99.75494387
635;2;2;1;2;2;31;3;B3;1.49;0.01;329;670;489;0.22;0.45;0.33;1;2;2;1201;0;1;3;122;101.0527419
636;2;2;1;2;2;32;4;B4;1.43;-0.03;325;594;512;0.23;0.42;0.36;2;4;2;2410;1;0;3;122;97.14087381
637;2;2;1;2;2;33;5;B5;1.51;0.02;385;594;527;0.26;0.39;0.35;2;2;2;2210;1;0;2;122;102.2720254
638;2;2;1;2;2;34;6;B6;1.54;0.04;505;522;509;0.33;0.34;0.33;1;1;1;9999;0;0;2;122;104.3411126
639;2;2;2;1;1;35;1;A1;1.60;0.08;531;566;500;0.33;0.35;0.31;1;2;2;2211;1;1;3;122;108.4423391
640;2;2;2;1;1;36;2;A2;1.46;-0.01;427;531;501;0.29;0.36;0.34;1;2;2;1400;0;0;3;122;99.05755062
641;2;2;2;1;1;37;3;A3;1.51;0.03;496;501;514;0.33;0.33;0.34;1;4;2;2211;1;1;3;122;102.5676093
642;2;2;2;1;1;38;4;A4;1.42;-0.03;340;570;514;0.24;0.40;0.36;1;4;2;1201;0;1;3;122;96.6559315
643;2;2;2;1;1;39;5;A5;1.52;0.03;374;562;579;0.25;0.37;0.38;2;2;2;2211;1;1;2;122;102.8631932
644;2;2;2;1;1;40;6;A6;1.48;0.00;475;475;531;0.32;0.32;0.36;1;4;2;2211;1;1;3;122;100.4985221
645;2;2;2;1;1;41;7;A7;1.47;0.00;348;588;533;0.24;0.40;0.36;1;2;2;1201;0;0;3;122;99.75648339
646;2;2;2;1;1;42;8;A8;1.40;-0.05;429;479;496;0.31;0.34;0.35;1;3;2;2211;1;1;3;122;95.32888302
647;2;2;2;1;1;43;9;A9;1.39;-0.05;370;553;471;0.27;0.40;0.34;1;4;3;1201;0;1;3;122;94.62687129
648;2;2;2;1;1;44;10;A10;1.48;0.00;535;444;496;0.36;0.30;0.34;1;1;1;9999;0;0;2;122;100.1629112
649;2;2;2;1;1;45;11;A11;1.52;0.03;477;502;544;0.31;0.33;0.36;1;1;1;2;0;0;2;122;103.454361
650;2;2;2;1;2;46;1;A1;1.57;0.07;557;488;524;0.36;0.31;0.33;1;2;2;2211;1;1;3;122;106.5056488
651;2;2;2;1;2;47;2;A2;1.43;-0.03;343;583;501;0.24;0.41;0.35;1;4;2;1400;0;0;3;122;96.85606651
652;2;2;2;1;2;48;3;A3;1.48;0.00;461;520;496;0.31;0.35;0.34;1;4;2;2211;1;1;3;122;100.3137821
653;2;2;2;1;2;49;4;A4;1.40;-0.05;316;588;501;0.23;0.42;0.36;1;4;2;1201;0;1;3;122;95.362752
654;2;2;2;1;2;50;5;A5;1.50;0.02;353;623;527;0.23;0.41;0.35;2;2;2;2211;1;1;2;122;101.9764416
655;2;2;2;1;2;51;6;A6;1.49;0.01;470;504;515;0.32;0.34;0.35;1;4;2;2211;1;1;3;122;101.0896899
656;2;2;2;1;2;52;7;A7;1.44;-0.02;379;578;480;0.26;0.40;0.33;1;4;2;1400;0;0;3;122;97.53960417
657;2;2;2;1;2;53;8;A8;1.45;-0.02;453;524;469;0.31;0.36;0.32;1;4;2;2211;1;1;3;122;98.13692995
658;2;2;2;1;2;54;9;A9;1.41;-0.05;374;570;461;0.27;0.41;0.33;1;4;3;1201;0;1;3;122;95.47359602
659;2;2;2;1;2;55;10;A10;1.53;0.04;583;431;518;0.38;0.28;0.34;1;1;1;9999;0;0;2;122;104.0455287
660;2;2;2;1;2;56;11;A11;1.49;0.01;496;479;518;0.33;0.32;0.35;1;1;2;2;0;0;2;122;101.3852738
661;2;2;2;2;1;57;1;B1;1.53;0.04;507;498;523;0.33;0.33;0.34;2;1;3;0;1;0;1;122;103.7807348
662;2;2;2;2;1;58;2;B2;1.47;0.00;400;575;496;0.27;0.39;0.34;1;4;1;1400;0;0;3;122;99.87656431
663;2;2;2;2;1;59;3;B3;1.50;0.02;357;631;514;0.24;0.42;0.34;1;2;2;1201;0;1;3;122;101.9764415
664;2;2;2;2;1;60;4;B4;1.42;-0.03;318;562;544;0.22;0.39;0.38;2;4;2;2410;1;0;3;122;96.65593157
665;2;2;2;2;1;61;5;B5;1.47;0.00;414;562;496;0.28;0.38;0.34;2;2;2;2210;1;0;2;122;99.90735431
666;2;2;2;2;1;62;6;B6;1.51;0.02;522;466;518;0.35;0.31;0.34;3;1;1;9999;0;0;1;122;102.2720254
667;2;2;2;2;2;63;1;B1;1.52;0.03;492;514;509;0.32;0.34;0.34;1;1;3;0;0;0;2;122;102.8662722
668;2;2;2;2;2;64;2;B2;1.46;-0.01;368;594;501;0.25;0.41;0.34;1;4;1;1400;0;0;3;122;99.3131075
669;2;2;2;2;2;65;3;B3;1.52;0.03;335;666;522;0.22;0.44;0.34;1;2;2;1201;0;1;3;122;103.454361
670;2;2;2;2;2;66;4;B4;1.43;-0.03;348;583;496;0.24;0.41;0.35;2;4;2;2410;1;0;3;122;96.95151543
671;2;2;2;2;2;67;5;B5;1.48;0.00;414;566;496;0.28;0.38;0.34;2;2;2;2210;1;0;2;122;100.2029382
672;3;2;1;1;1;1;1;A1;1.66;0.16;491;616;553;0.30;0.37;0.33;1;4;2;2211;1;1;3;126;116.1774655
673;3;2;1;1;1;2;2;A2;1.43;0.00;332;637;465;0.23;0.44;0.32;1;4;2;1400;0;0;3;126;100.4348141
674;3;2;1;1;1;3;3;A3;1.39;-0.03;432;441;515;0.31;0.32;0.37;2;2;2;2211;1;1;2;126;97.21992201
675;3;2;1;1;1;4;4;A4;1.40;-0.02;435;497;464;0.31;0.36;0.33;1;3;3;1201;0;1;3;126;97.74541802
676;3;2;1;1;1;5;5;A5;1.48;0.03;459;558;459;0.31;0.38;0.31;3;2;2;2211;1;1;1;126;103.3385362
677;3;2;1;1;1;6;6;A6;1.51;0.06;384;596;528;0.25;0.40;0.35;1;4;2;2211;1;1;3;126;105.6088057
678;3;2;1;1;1;7;7;A7;1.36;-0.05;304;586;468;0.22;0.43;0.34;1;4;2;1400;0;0;3;126;95.13063909
679;3;2;1;1;1;8;8;A8;1.38;-0.03;417;449;518;0.30;0.32;0.37;2;2;2;2211;1;1;2;126;96.90875225
680;3;2;1;1;1;9;9;A9;1.31;-0.08;374;479;456;0.29;0.37;0.35;2;4;3;1201;0;1;3;126;91.65379292
681;3;2;1;1;1;10;10;A10;1.37;-0.04;458;414;498;0.33;0.30;0.36;1;1;1;9999;0;0;2;126;95.9704801
682;3;2;1;1;1;11;11;A11;1.35;-0.06;294;547;506;0.22;0.41;0.38;1;1;1;2;0;0;2;126;94.31461217
683;3;2;1;1;2;12;1;A1;1.52;0.06;408;645;465;0.27;0.42;0.31;1;4;2;2211;1;1;3;126;106.2946493
684;3;2;1;1;2;13;2;A2;1.47;0.03;306;632;531;0.21;0.43;0.36;1;4;2;1400;0;0;3;126;102.8765444
685;3;2;1;1;2;14;3;A3;1.36;-0.05;430;447;478;0.32;0.33;0.35;2;2;2;2211;1;1;2;126;94.87503538
686;3;2;1;1;2;15;4;A4;1.35;-0.06;392;523;433;0.29;0.39;0.32;1;4;3;1201;0;1;3;126;94.30349904
687;3;2;1;1;2;16;5;A5;1.43;0.00;416;490;525;0.29;0.34;0.37;1;2;2;2211;1;1;3;126;100.2220755
688;3;2;1;1;2;17;6;A6;1.47;0.03;348;609;510;0.24;0.42;0.35;1;4;2;2211;1;1;3;126;102.6733314
689;3;2;1;1;2;18;7;A7;1.40;-0.02;325;597;482;0.23;0.43;0.34;1;4;2;1400;0;0;3;126;98.30425354
690;3;2;1;1;2;19;8;A8;1.41;-0.01;372;536;504;0.26;0.38;0.36;1;3;2;2211;1;1;3;126;98.8122858
691;3;2;1;1;2;20;9;A9;1.32;-0.07;366;506;451;0.28;0.38;0.34;1;4;3;1201;0;1;3;126;92.65239397
692;3;2;1;1;2;21;10;A10;1.42;0.00;480;434;509;0.34;0.31;0.36;1;1;1;9999;0;0;2;126;99.64895156
693;3;2;1;1;2;22;11;A11;1.34;-0.06;263;539;535;0.20;0.40;0.40;1;1;1;2;0;0;2;126;93.59384136
694;3;2;1;2;1;23;1;B1;1.47;0.03;519;491;458;0.35;0.33;0.31;2;1;5;0;1;0;1;126;102.767
695;3;2;1;2;1;24;2;B2;1.42;0.00;346;601;476;0.24;0.42;0.33;1;4;1;1400;0;0;3;126;99.68387877
696;3;2;1;2;1;25;3;B3;1.44;0.01;445;486;512;0.31;0.34;0.35;2;4;2;1201;0;1;3;126;100.9714232
697;3;2;1;2;1;26;4;B4;1.41;-0.02;400;514;492;0.28;0.37;0.35;2;4;2;2410;1;0;3;126;98.43126155
698;3;2;1;2;1;27;5;B5;1.43;0.00;459;478;498;0.32;0.33;0.35;2;2;2;2210;1;0;2;126;100.4633909
699;3;2;1;2;1;28;6;B6;1.35;-0.05;424;452;475;0.31;0.33;0.35;1;1;1;9999;0;0;2;126;94.62101922
700;3;2;1;2;2;29;1;B1;1.48;0.04;371;629;479;0.25;0.43;0.32;1;1;5;0;0;0;2;126;103.5115848
701;3;2;1;2;2;30;2;B2;1.34;-0.06;370;550;417;0.28;0.41;0.31;1;4;1;1400;0;0;3;126;93.60495456
702;3;2;1;2;2;31;3;B3;1.51;0.06;525;427;562;0.35;0.28;0.37;2;4;2;1201;0;1;3;126;105.9755415
703;3;2;1;2;2;32;4;B4;1.40;-0.02;426;432;544;0.30;0.31;0.39;2;4;2;2410;1;0;3;126;98.12644219
704;3;2;1;2;2;33;5;B5;1.41;-0.01;392;537;484;0.28;0.38;0.34;2;2;2;2210;1;0;2;126;98.93929388
705;3;2;1;2;2;34;6;B6;1.47;0.03;473;417;579;0.32;0.28;0.39;1;1;1;9999;0;0;2;126;102.8765444
706;3;2;2;1;1;35;1;A1;1.54;0.08;420;622;499;0.27;0.40;0.32;1;4;2;2211;1;1;3;126;107.8298595
707;3;2;2;1;1;36;2;A2;1.44;0.01;359;566;512;0.25;0.39;0.36;2;4;2;1400;0;0;3;126;100.590399
708;3;2;2;1;1;37;3;A3;1.43;0.00;455;418;559;0.32;0.29;0.39;2;2;2;2211;1;1;2;126;100.2855795
709;3;2;2;1;1;38;4;A4;1.33;-0.07;319;586;430;0.24;0.44;0.32;1;4;3;1201;0;1;3;126;93.45254491
710;3;2;2;1;1;39;5;A5;1.45;0.02;412;538;501;0.28;0.37;0.35;3;2;4;2211;1;1;1;126;101.5556604
711;3;2;2;1;1;40;6;A6;1.47;0.03;343;644;482;0.23;0.44;0.33;1;4;2;2211;1;1;3;126;102.8765444
712;3;2;2;1;1;41;7;A7;1.40;-0.02;348;522;529;0.25;0.37;0.38;2;4;2;1400;0;0;3;126;97.97720765
713;3;2;2;1;1;42;8;A8;1.41;-0.02;390;521;494;0.28;0.37;0.35;1;3;2;2211;1;1;3;126;98.37728319
714;3;2;2;1;1;43;9;A9;1.34;-0.06;354;545;441;0.26;0.41;0.33;1;4;3;1201;0;1;3;126;93.83356909
715;3;2;2;1;1;44;10;A10;1.45;0.01;504;461;483;0.35;0.32;0.33;1;1;1;9999;0;0;2;126;101.4334151
716;3;2;2;1;1;45;11;A11;1.38;-0.03;316;580;485;0.23;0.42;0.35;1;1;1;2;0;0;2;126;96.7245905
717;3;2;2;1;2;46;1;A1;1.60;0.12;448;659;498;0.28;0.41;0.31;1;4;2;2211;1;1;3;126;112.3513471
718;3;2;2;1;2;47;2;A2;1.42;0.00;389;575;461;0.27;0.40;0.32;1;4;2;1400;0;0;3;126;99.75214564
719;3;2;2;1;2;48;3;A3;1.47;0.03;406;532;528;0.28;0.36;0.36;1;3;2;2211;1;1;3;126;102.6479298
720;3;2;2;1;2;49;4;A4;1.43;0.00;358;523;547;0.25;0.37;0.38;1;3;3;1201;0;1;3;126;99.98076017
721;3;2;2;1;2;50;5;A5;1.43;0.00;395;570;466;0.28;0.40;0.33;1;2;2;2211;1;1;3;126;100.176035
722;3;2;2;1;2;51;6;A6;1.53;0.07;357;654;515;0.23;0.43;0.34;1;4;2;2211;1;1;3;126;106.8296709
723;3;2;2;1;2;52;7;A7;1.40;-0.02;329;569;499;0.24;0.41;0.36;1;4;2;1400;0;0;3;126;97.81368474
724;3;2;2;1;2;53;8;A8;1.43;0.00;377;546;505;0.26;0.38;0.35;1;3;2;2211;1;1;3;126;99.96647181
725;3;2;2;1;2;54;9;A9;1.34;-0.07;374;515;447;0.28;0.39;0.33;1;4;3;1201;0;1;3;126;93.49223491
726;3;2;2;1;2;55;10;A10;1.45;0.02;467;473;512;0.32;0.33;0.35;1;1;1;9999;0;0;2;126;101.7128329
727;3;2;2;1;2;56;11;A11;1.41;-0.01;333;519;557;0.24;0.37;0.40;1;1;1;2;0;0;2;126;98.6551133
728;3;2;2;2;1;57;1;B1;1.53;0.07;535;487;505;0.35;0.32;0.33;2;1;5;0;1;0;1;126;106.8899997
729;3;2;2;2;1;58;2;B2;1.38;-0.04;343;564;468;0.25;0.41;0.34;1;4;1;1400;0;0;3;126;96.32292748
730;3;2;2;2;1;59;3;B3;1.48;0.04;509;448;522;0.34;0.30;0.35;2;4;2;1201;0;1;3;126;103.6385929
731;3;2;2;2;1;60;4;B4;1.41;-0.01;422;486;499;0.30;0.35;0.35;2;4;2;2410;1;0;3;126;98.53286807
732;3;2;2;2;1;61;5;B5;1.44;0.01;454;490;495;0.32;0.34;0.34;4;2;2;2210;1;0;1;126;100.717407
733;3;2;2;2;1;62;6;B6;1.39;-0.03;422;430;540;0.30;0.31;0.39;1;1;1;9999;0;0;2;126;97.44059852
734;3;2;2;2;2;63;1;B1;1.44;0.01;319;596;526;0.22;0.41;0.36;1;1;5;0;0;0;2;126;100.9460216
735;3;2;2;2;2;64;2;B2;1.36;-0.05;372;571;420;0.27;0.42;0.31;1;4;1;1400;0;0;3;126;95.35766608
736;3;2;2;2;2;65;3;B3;1.50;0.05;528;424;546;0.35;0.28;0.36;2;4;2;1201;0;1;3;126;104.8578704
737;3;2;2;2;2;66;4;B4;1.50;0.05;412;534;559;0.27;0.35;0.37;4;4;2;2410;1;0;2;126;105.3659028
738;3;2;2;2;2;67;5;B5;1.36;-0.05;370;463;522;0.27;0.34;0.39;2;2;2;2210;1;0;2;126;94.87503531
739;3;2;2;2;2;68;6;B6;1.49;0.05;460;474;560;0.31;0.32;0.38;1;1;1;9999;0;0;2;126;104.5784527
740;3;2;3;1;1;69;1;A1;1.58;0.10;389;668;519;0.25;0.42;0.33;1;4;2;2211;1;1;3;126;110.2858782
741;3;2;3;1;1;70;2;A2;1.42;0.00;311;639;475;0.22;0.45;0.33;1;4;2;1400;0;0;3;126;99.73468203
742;3;2;3;1;1;71;3;A3;1.41;-0.01;357;539;513;0.25;0.38;0.36;1;3;2;2211;1;1;3;126;98.68527772
743;3;2;3;1;1;72;4;A4;1.44;0.01;401;548;488;0.28;0.38;0.34;1;3;3;1201;0;1;3;126;100.5649973
744;3;2;3;1;1;73;5;A5;1.46;0.02;391;550;515;0.27;0.38;0.35;1;2;2;2211;1;1;3;126;101.8858814
745;3;2;3;1;1;74;6;A6;1.46;0.02;357;604;498;0.25;0.41;0.34;1;4;2;2211;1;1;3;126;102.1144959
746;3;2;3;1;1;75;7;A7;1.42;-0.01;341;599;477;0.24;0.42;0.34;1;4;2;1400;0;0;3;126;99.19331005
747;3;2;3;1;1;76;8;A8;1.44;0.01;464;432;543;0.32;0.30;0.38;2;2;2;2211;1;1;2;126;100.7936119
748;3;2;3;1;1;77;9;A9;1.31;-0.08;322;543;447;0.25;0.41;0.34;1;4;3;1201;0;1;3;126;91.85224303
749;3;2;3;1;1;78;10;A10;1.36;-0.05;451;442;467;0.33;0.33;0.34;3;1;1;9999;0;0;1;126;95.31797608
750;3;2;3;1;1;79;11;A11;1.40;-0.02;353;526;522;0.25;0.38;0.37;1;1;1;2;0;0;2;126;98.14073056
751;3;2;3;1;2;80;1;A1;1.52;0.06;395;606;515;0.26;0.40;0.34;1;4;2;2211;1;1;3;126;106.077148
752;3;2;3;1;2;81;2;A2;1.45;0.01;329;611;507;0.23;0.42;0.35;1;4;2;1400;0;0;3;126;101.2476658
753;3;2;3;1;2;82;3;A3;1.41;-0.01;346;517;547;0.25;0.37;0.39;1;3;2;2211;1;1;3;126;98.71385458
754;3;2;3;1;2;83;4;A4;1.35;-0.06;350;509;488;0.26;0.38;0.36;1;3;3;1201;0;1;3;126;94.29079823
755;3;2;3;1;2;84;5;A5;1.45;0.02;431;498;523;0.30;0.34;0.36;1;2;2;2211;1;1;3;126;101.6620296
756;3;2;3;1;2;85;6;A6;1.47;0.03;367;563;538;0.25;0.38;0.37;1;4;2;2211;1;1;3;126;102.8209783
757;3;2;3;1;2;86;7;A7;1.41;-0.01;348;569;493;0.25;0.40;0.35;1;4;2;1400;0;0;3;126;98.71067935
758;3;2;3;1;2;87;8;A8;1.42;-0.01;337;550;530;0.24;0.39;0.37;1;3;2;2211;1;1;3;126;99.16790848
759;3;2;3;1;2;88;9;A9;1.34;-0.06;318;560;459;0.24;0.42;0.34;1;3;3;1201;0;1;3;126;93.58907857
760;3;2;3;1;2;89;10;A10;1.40;-0.02;503;441;452;0.36;0.32;0.32;3;1;1;9999;0;0;1;126;97.81209719
761;3;2;3;1;2;90;11;A11;1.41;-0.01;372;504;537;0.26;0.36;0.38;1;1;1;2;0;0;2;126;98.93929395
762;3;2;3;2;1;91;1;B1;1.51;0.06;542;474;497;0.36;0.31;0.33;2;1;5;0;1;0;1;126;105.9247383
763;3;2;3;2;1;92;2;B2;1.36;-0.05;323;600;439;0.24;0.44;0.32;1;4;1;1400;0;0;3;126;95.38306764
764;3;2;3;2;1;93;3;B3;1.44;0.01;353;612;477;0.24;0.42;0.33;2;2;2;1201;0;1;2;126;100.9714232
765;3;2;3;2;1;94;4;B4;1.44;0.01;394;529;516;0.27;0.37;0.36;2;4;2;2410;1;0;3;126;100.7428087
766;3;2;3;2;1;95;5;B5;1.39;-0.02;386;496;511;0.28;0.36;0.37;2;2;2;2210;1;0;2;126;97.54220504
767;3;2;3;2;1;96;6;B6;1.40;-0.02;431;467;501;0.31;0.33;0.36;1;1;1;9999;0;0;2;126;97.94863085
768;3;2;3;2;2;97;1;B1;1.48;0.04;389;563;528;0.26;0.38;0.36;1;1;5;0;0;0;2;126;103.6385929
769;3;2;3;2;2;98;2;B2;1.35;-0.06;337;561;449;0.25;0.42;0.33;1;4;1;1400;0;0;3;126;94.29079823
770;3;2;3;2;2;99;3;B3;1.47;0.03;499;462;513;0.34;0.31;0.35;2;4;2;1201;0;1;3;126;103.232167
771;3;2;3;2;2;100;4;B4;1.46;0.02;429;512;517;0.29;0.35;0.35;2;4;2;2410;1;0;3;126;102.0128894
772;3;2;3;2;2;101;5;B5;1.57;0.10;447;546;580;0.28;0.35;0.37;2;2;2;2210;1;0;2;126;110.1414065
773;4;2;1;1;1;1;1;A1;1.68;0.15;399;733;551;0.24;0.44;0.33;1;4;2;2211;1;1;3;123;114.8429996
774;4;2;1;1;1;2;2;A2;1.48;0.01;356;577;547;0.24;0.39;0.37;1;4;2;1400;0;0;3;123;100.9826376
775;4;2;1;1;1;3;3;A3;1.50;0.02;446;501;555;0.30;0.33;0.37;2;2;2;2211;1;1;2;123;102.4676764
776;4;2;1;1;1;4;4;A4;1.45;-0.01;370;544;541;0.25;0.37;0.37;1;4;2;1201;0;1;3;123;99.25009232
777;4;2;1;1;1;5;5;A5;1.52;0.04;550;458;515;0.36;0.30;0.34;4;2;4;2211;1;1;1;123;103.9527152
778;4;2;1;1;1;6;6;A6;1.50;0.02;399;595;508;0.27;0.40;0.34;1;4;2;2211;1;1;3;123;102.493974
779;4;2;1;1;1;7;7;A7;1.45;-0.01;319;610;522;0.22;0.42;0.36;1;4;2;1400;0;0;3;123;98.97628833
780;4;2;1;1;1;8;8;A8;1.43;-0.02;392;504;533;0.27;0.35;0.37;2;2;2;2211;1;1;2;123;97.5175471
781;4;2;1;1;1;9;9;A9;1.39;-0.05;363;519;508;0.26;0.37;0.37;1;4;3;1201;0;1;3;123;94.79497599
782;4;2;1;1;1;10;10;A10;1.50;0.02;497;504;501;0.33;0.34;0.33;1;1;1;9999;0;0;2;123;102.4676764
783;4;2;1;1;1;11;11;A11;1.50;0.02;424;541;533;0.28;0.36;0.36;1;1;1;2;0;0;2;123;102.22017
784;4;2;1;1;2;12;1;A1;1.62;0.10;399;606;613;0.25;0.37;0.38;1;2;2;2211;1;1;3;123;110.3878832
785;4;2;1;1;2;13;2;A2;1.43;-0.03;341;559;526;0.24;0.39;0.37;1;4;2;1400;0;0;3;123;97.23136777
786;4;2;1;1;2;14;3;A3;1.49;0.02;370;566;552;0.25;0.38;0.37;2;2;2;2211;1;1;2;123;101.5163234
787;4;2;1;1;2;15;4;A4;1.41;-0.04;330;555;522;0.23;0.39;0.37;1;4;2;1201;0;1;3;123;96.03250827
788;4;2;1;1;2;16;5;A5;1.47;0.00;496;461;515;0.34;0.31;0.35;4;2;4;2211;1;1;1;123;100.4876247
789;4;2;1;1;2;17;6;A6;1.55;0.06;475;541;539;0.31;0.35;0.35;2;4;2;2211;1;1;3;123;106.0766301
790;4;2;1;1;2;18;7;A7;1.44;-0.02;345;557;541;0.24;0.39;0.37;1;4;2;1400;0;0;3;123;98.36989748
791;4;2;1;1;2;19;8;A8;1.39;-0.05;406;461;519;0.29;0.33;0.37;2;2;2;2211;1;1;2;123;94.54128185
792;4;2;1;1;2;20;9;A9;1.39;-0.05;351;552;490;0.25;0.40;0.35;1;4;3;1201;0;1;3;123;95.04248246
